date,phone.number,transaction.amount
2022-12-15,5056227882,59
2022-12-15,4722978307,12
2022-12-15,5052764407,11
2022-12-15,5055302640,50
2022-12-15,5056062068,23
2022-12-15,5056622493,54
2022-12-15,5057381213,30
2022-12-15,5056462820,24
2022-12-15,7862086242,44
2022-12-15,7859609427,28
2022-12-15,9522738153,21
2022-12-15,9847605477,17
2022-12-15,5056467378,10
2022-12-15,5056444976,10
2022-12-15,5056694003,17
2022-12-15,5743884267,37
2022-12-15,4722692729,128
2022-12-15,5055948961,31
2022-12-15,5055339181,118
2022-12-15,5059007210,11
2022-12-15,4722921095,7
2022-12-15,5056563382,116
2022-12-15,6563383559,50
2022-12-15,5056444417,37
2022-12-15,4722090019,118
2022-12-15,4722954225,54
2022-12-15,5054758941,126
2022-12-15,7865475595,35
2022-12-15,8608900057,125
2022-12-16,6674729796,107
2022-12-16,5056445614,8
2022-12-16,5056449900,118
2022-12-16,9808380500,125
2022-12-16,9803031987,31
2022-12-16,5056445511,123
2022-12-16,5056444206,34
2022-12-16,4722915712,32
2022-12-16,9366601302,126
2022-12-16,9842556481,13
2022-12-16,5056449363,17
2022-12-16,8642009271,25
2022-12-16,5056462753,29
2022-12-16,4722628410,102
2022-12-16,5056465400,6
2022-12-16,9894093512,36
2022-12-16,9548830907,30
2022-12-16,8704247123,49
2022-12-16,6802517439,24
2022-12-16,5056800833,46
2022-12-16,5056460544,31
2022-12-16,8604972683,14
2022-12-16,5056462249,37
2022-12-16,8624723842,25
2022-12-16,5056441824,49
2022-12-16,4722628410,31
2022-12-16,5052020089,28
2022-12-16,8568043635,120
2022-12-16,5056631870,34
2022-12-16,4722018173,22
2022-12-16,3187054564,30
2022-12-16,5052490027,23
2022-12-16,5056336181,20
2022-12-16,5056445543,115
2022-12-16,5056443758,18
2022-12-16,5057381213,50
2022-12-16,5056573815,32
2022-12-16,5056522142,65
2022-12-16,5052436875,116
2022-12-16,5056463504,62
2022-12-16,5056573815,18
2022-12-16,9724045171,11
2022-12-16,7863558139,127
2022-12-16,8656921081,56
2022-12-16,7742261036,136
2022-12-16,9562359843,123
2022-12-17,9849688813,120
2022-12-17,4722566632,139
2022-12-17,5057011953,39
2022-12-17,4722537179,13
2022-12-17,5056469779,45
2022-12-17,9733750547,34
2022-12-17,5053282388,32
2022-12-17,5056440244,48
2022-12-17,5058216635,8
2022-12-17,9727391929,7
2022-12-17,4722581574,108
2022-12-17,7859609427,132
2022-12-17,9844114975,37
2022-12-17,5056442604,30
2022-12-17,9802262899,13
2022-12-17,4722520511,52
2022-12-17,4722655865,119
2022-12-17,5056800833,116
2022-12-17,7869982037,13
2022-12-17,9843410445,7
2022-12-17,9455480910,7
2022-12-17,4722093852,38
2022-12-17,5056522142,30
2022-12-17,7854612504,32
2022-12-17,9866530745,27
2022-12-17,5054787187,27
2022-12-17,7758509293,33
2022-12-17,4582355091,110
2022-12-17,5056137065,53
2022-12-17,5056976129,128
2022-12-17,9518694813,116
2022-12-17,7544970170,11
2022-12-17,5056533571,33
2022-12-17,5056522142,34
2022-12-17,8503497634,14
2022-12-17,9562359843,30
2022-12-18,4634355458,29
2022-12-18,8644636261,76
2022-12-18,5056220090,13
2022-12-18,5059539653,32
2022-12-18,9806549304,29
2022-12-18,9844103924,26
2022-12-18,9805019714,38
2022-12-18,9798051198,114
2022-12-18,8726216953,23
2022-12-18,5054182893,35
2022-12-18,9844559823,37
2022-12-18,9797619517,23
2022-12-18,7865475595,115
2022-12-18,9804827046,12
2022-12-18,4722487453,35
2022-12-18,8657820870,29
2022-12-18,9843023358,6
2022-12-18,4792334024,36
2022-12-18,5055182901,12
2022-12-18,5056440123,113
2022-12-18,9847275932,117
2022-12-18,8727964815,7
2022-12-18,5056796741,13
2022-12-18,8657422251,138
2022-12-18,9792673180,10
2022-12-18,5056449145,52
2022-12-18,5056445511,19
2022-12-18,7792446673,133
2022-12-18,8724927592,38
2022-12-18,5056919954,46
2022-12-18,9518637589,146
2022-12-18,7432288304,34
2022-12-18,8784879269,60
2022-12-18,9853831966,110
2022-12-18,5056443299,32
2022-12-19,5057417101,54
2022-12-19,5056867377,30
2022-12-19,9719360218,131
2022-12-19,2836865655,61
2022-12-19,4722581574,10
2022-12-19,9457670082,41
2022-12-19,5053984969,32
2022-12-19,9898248126,28
2022-12-19,9847275932,30
2022-12-19,8603277129,26
2022-12-19,5056598144,13
2022-12-19,5056647985,38
2022-12-19,9806549304,110
2022-12-19,5056598144,124
2022-12-19,5743253885,3
2022-12-19,9859732372,65
2022-12-19,5056461771,29
2022-12-19,5052354031,14
2022-12-19,9566386865,46
2022-12-19,8635569301,11
2022-12-19,9868085752,96
2022-12-19,9848508510,48
2022-12-19,9863029859,11
2022-12-19,7852436723,8
2022-12-19,9595391453,11
2022-12-19,8636926809,12
2022-12-19,5052773551,6
2022-12-19,5056227882,68
2022-12-19,8706679297,53
2022-12-19,7405528201,135
2022-12-19,9736500577,7
2022-12-19,8704661917,35
2022-12-19,5056461771,12
2022-12-19,7692330293,54
2022-12-19,9847374294,10
2022-12-19,9852981332,47
2022-12-19,9705328777,31
2022-12-19,4722339622,23
2022-12-19,5056440693,41
2022-12-19,7749708687,31
2022-12-20,5056696514,12
2022-12-20,7819079428,12
2022-12-20,9807634137,13
2022-12-20,5056566682,11
2022-12-20,8173344358,36
2022-12-20,9863891228,13
2022-12-20,9799201416,127
2022-12-20,9868876840,27
2022-12-20,5055658910,28
2022-12-20,8729449796,13
2022-12-20,5056791155,37
2022-12-20,8269368900,133
2022-12-20,9309488768,27
2022-12-20,9405171480,48
2022-12-20,5056148303,117
2022-12-20,8782714577,53
2022-12-20,6805266139,123
2022-12-20,8728771482,25
2022-12-20,6674729796,57
2022-12-20,6819987513,24
2022-12-20,9847374294,136
2022-12-20,5056440943,8
2022-12-20,4722964858,61
2022-12-20,7818635349,115
2022-12-20,5057699481,123
2022-12-20,8703906947,11
2022-12-20,7578133250,121
2022-12-20,9452435564,52
2022-12-21,4722386643,10
2022-12-21,8593431336,30
2022-12-21,4722581574,132
2022-12-21,5056469779,34
2022-12-21,4722921095,18
2022-12-21,8783032071,105
2022-12-21,5057804824,38
2022-12-21,9845001933,104
2022-12-21,6609896679,15
2022-12-21,9859529654,132
2022-12-21,4722508551,49
2022-12-21,9342339780,68
2022-12-21,5052229224,10
2022-12-21,5056444479,35
2022-12-21,5056462913,142
2022-12-21,4722656338,8
2022-12-21,5055396209,66
2022-12-21,5056864953,137
2022-12-21,9806726606,12
2022-12-21,5058166332,14
2022-12-21,4722943405,131
2022-12-21,8636926809,55
2022-12-21,5052059378,13
2022-12-21,7868297523,120
2022-12-21,7578133250,40
2022-12-21,9846728558,17
2022-12-21,5056446374,63
2022-12-21,5056340129,45
2022-12-21,9066271357,61
2022-12-21,5057343854,57
2022-12-22,8607079857,13
2022-12-22,5056465290,43
2022-12-22,5823568521,116
2022-12-22,9719060912,123
2022-12-22,4722133172,21
2022-12-22,4722207239,8
2022-12-22,5056469759,31
2022-12-22,8789902457,114
2022-12-22,6146133093,23
2022-12-22,5056800833,10
2022-12-22,9718238513,117
2022-12-22,8266951726,140
2022-12-22,9457670082,117
2022-12-22,9713079967,56
2022-12-22,4792578609,11
2022-12-22,6806723465,18
2022-12-22,4722692729,69
2022-12-22,7573200304,9
2022-12-22,7865475595,58
2022-12-22,5053268274,134
2022-12-22,9853831966,47
2022-12-22,5056622493,9
2022-12-22,8355761100,42
2022-12-22,5056522142,5
2022-12-22,5743884267,13
2022-12-22,5053656673,122
2022-12-22,9855030779,29
2022-12-22,8783449209,11
2022-12-22,5052336861,38
2022-12-22,8636926809,12
2022-12-22,4722234374,128
2022-12-22,5059321289,125
2022-12-22,9725500899,50
2022-12-22,5058565416,47
2022-12-22,7694501086,31
2022-12-22,6782073335,128
2022-12-22,5056847551,112
2022-12-22,8608666835,51
2022-12-22,4649787721,141
2022-12-23,6802531352,46
2022-12-23,5057750822,132
2022-12-23,7862740737,16
2022-12-23,5056133568,34
2022-12-23,5055886479,47
2022-12-23,5055821300,26
2022-12-23,5753590761,8
2022-12-23,9785174934,56
2022-12-23,5056828901,17
2022-12-23,5056443235,125
2022-12-23,8704589470,57
2022-12-23,4722331129,143
2022-12-23,5056440517,8
2022-12-23,5056463131,41
2022-12-23,9123255489,21
2022-12-23,8503497634,8
2022-12-23,8269368900,8
2022-12-23,5056816936,60
2022-12-23,8646930570,13
2022-12-23,5056462980,14
2022-12-23,6609896679,115
2022-12-23,5056227882,42
2022-12-23,9708810068,54
2022-12-23,8326610070,46
2022-12-23,5053657468,34
2022-12-23,5053401364,57
2022-12-23,5056469029,12
2022-12-23,4722656338,9
2022-12-23,9547452524,28
2022-12-23,5055684089,56
2022-12-23,5057559517,129
2022-12-23,4722463581,62
2022-12-23,9845450525,36
2022-12-23,5056448284,19
2022-12-23,5059511490,33
2022-12-23,9852344948,118
2022-12-23,9455480910,129
2022-12-23,8789518212,8
2022-12-23,7636773188,12
2022-12-23,6786887855,30
2022-12-23,9452435564,49
2022-12-23,5056465400,127
2022-12-24,8624376431,47
2022-12-24,7869982037,12
2022-12-24,5053268274,55
2022-12-24,5056466313,8
2022-12-24,9298582412,35
2022-12-24,4792334024,131
2022-12-24,5056462820,33
2022-12-24,5056443939,26
2022-12-24,8704661917,26
2022-12-24,5743253885,120
2022-12-24,9497726763,19
2022-12-24,5056257346,8
2022-12-24,5056448837,120
2022-12-24,7818635349,30
2022-12-24,9855893574,32
2022-12-24,9897004355,33
2022-12-24,7752044361,24
2022-12-24,5056440810,116
2022-12-24,9792036003,10
2022-12-24,4805885824,124
2022-12-24,4722180500,6
2022-12-24,9522738153,115
2022-12-24,5056716383,13
2022-12-24,8728771482,35
2022-12-24,4722998543,128
2022-12-24,5056441824,9
2022-12-24,5053561088,110
2022-12-24,5056443235,123
2022-12-24,5053582746,53
2022-12-24,5056336181,17
2022-12-24,8708921168,9
2022-12-24,5052648682,139
2022-12-24,5056441445,48
2022-12-25,9719209030,8
2022-12-25,4722998543,29
2022-12-25,4805885824,33
2022-12-25,5052053878,15
2022-12-25,4722998705,14
2022-12-25,5743253885,13
2022-12-25,7867982915,31
2022-12-25,5056522142,12
2022-12-25,5056625363,26
2022-12-25,5056464991,136
2022-12-25,5057413596,15
2022-12-25,5056220090,9
2022-12-25,5056943770,32
2022-12-25,9859529654,13
2022-12-25,7758509293,34
2022-12-25,9797619517,44
2022-12-25,5056443591,7
2022-12-25,9862216374,35
2022-12-25,9849204294,22
2022-12-25,9847605477,14
2022-12-25,5056467498,45
2022-12-25,4805885824,29
2022-12-25,8656921081,50
2022-12-25,5056445415,26
2022-12-25,4722487453,98
2022-12-25,9844391509,5
2022-12-25,9802597919,45
2022-12-25,5055822869,22
2022-12-25,9862216374,25
2022-12-25,5056800833,10
2022-12-25,5055568825,7
2022-12-25,9032886791,120
2022-12-25,9856239159,9
2022-12-25,9798966279,116
2022-12-25,8704402157,12
2022-12-25,4722141650,8
2022-12-25,9895023837,38
2022-12-25,9712455532,6
2022-12-25,5056024646,25
2022-12-26,5052053878,28
2022-12-26,9869437509,9
2022-12-26,9869684240,130
2022-12-26,9805613149,120
2022-12-26,9843654129,3
2022-12-26,5057260063,35
2022-12-26,9847007969,10
2022-12-26,5056447134,111
2022-12-26,5056461017,7
2022-12-26,5056815783,27
2022-12-26,7728158437,61
2022-12-26,9807311395,8
2022-12-26,7712571914,28
2022-12-26,8137592535,110
2022-12-26,6784155835,10
2022-12-26,7852436723,13
2022-12-26,5052490027,14
2022-12-26,8709176861,53
2022-12-26,7758509293,39
2022-12-26,8703583272,25
2022-12-26,9859693823,52
2022-12-26,9785852022,7
2022-12-26,8654546512,32
2022-12-26,4722090019,23
2022-12-26,6802517439,122
2022-12-26,5053988595,41
2022-12-26,4722756651,12
2022-12-26,5053681939,7
2022-12-26,5056460544,14
2022-12-26,8658102872,15
2022-12-26,9383331044,13
2022-12-26,5056465502,114
2022-12-26,4722231225,59
2022-12-26,4722739079,49
2022-12-26,5056469779,111
2022-12-27,9868953270,11
2022-12-27,7746798890,30
2022-12-27,8704661917,47
2022-12-27,7744633738,47
2022-12-27,7814342728,36
2022-12-27,8728475548,63
2022-12-27,7813263076,107
2022-12-27,5057699481,12
2022-12-27,9847069643,6
2022-12-27,9715688684,132
2022-12-27,5056329715,118
2022-12-27,8705770605,25
2022-12-27,5054509699,68
2022-12-27,5743211524,30
2022-12-27,5059350304,124
2022-12-27,5056448837,47
2022-12-27,5052022709,26
2022-12-27,9725500899,140
2022-12-27,9522738153,10
2022-12-27,4722018173,121
2022-12-27,4722147544,141
2022-12-27,9869437509,104
2022-12-27,4722813296,135
2022-12-27,4722459061,43
2022-12-27,9848949801,44
2022-12-27,8432616979,63
2022-12-27,5056444504,11
2022-12-27,5056523322,15
2022-12-27,9843122424,27
2022-12-27,5052336861,121
2022-12-27,5056461771,35
2022-12-27,8657820870,6
2022-12-27,9852981332,10
2022-12-27,5056596963,12
2022-12-27,5056117346,13
2022-12-27,9705455382,9
2022-12-27,5052059378,23
2022-12-27,5052354031,32
2022-12-27,9845755313,147
2022-12-27,6819987513,6
2022-12-27,8644636261,116
2022-12-27,7792446673,46
2022-12-28,5056598144,45
2022-12-28,5056444574,30
2022-12-28,9527231120,42
2022-12-28,5056444479,10
2022-12-28,6783599942,117
2022-12-28,5053806113,116
2022-12-28,7853678993,6
2022-12-28,7746798890,45
2022-12-28,9897004355,27
2022-12-28,4722742993,34
2022-12-28,8728665271,120
2022-12-28,7815743310,25
2022-12-28,9718238513,6
2022-12-28,5056448284,104
2022-12-28,9856527248,122
2022-12-28,9843122424,22
2022-12-28,5056465556,12
2022-12-28,9857156709,122
2022-12-28,8785517999,9
2022-12-28,8593431336,29
2022-12-28,5056800833,132
2022-12-28,5055420273,13
2022-12-28,8635440489,113
2022-12-28,5056469976,147
2022-12-28,5056815783,94
2022-12-28,4722197344,31
2022-12-28,7852436723,53
2022-12-28,9514833652,54
2022-12-28,7544970170,42
2022-12-28,4722468425,53
2022-12-28,7818450688,44
2022-12-28,6895354119,35
2022-12-28,5053681939,123
2022-12-28,4722098290,12
2022-12-28,5056462249,32
2022-12-28,5056466959,142
2022-12-28,6815446408,36
2022-12-28,9868376751,26
2022-12-28,9845001933,10
2022-12-29,8635569301,54
2022-12-29,8789518212,53
2022-12-29,7862086242,33
2022-12-29,5057417101,7
2022-12-29,8604972683,41
2022-12-29,9802597919,51
2022-12-29,5058565416,37
2022-12-29,5058166332,30
2022-12-29,5056462783,27
2022-12-29,6563383559,11
2022-12-29,5056461017,10
2022-12-29,4792578609,13
2022-12-29,5056449451,35
2022-12-29,5056440244,52
2022-12-29,7858732744,27
2022-12-29,5056443758,38
2022-12-29,8727295189,33
2022-12-29,8787009774,27
2022-12-29,4722256563,5
2022-12-29,5056468932,108
2022-12-29,9793360336,33
2022-12-29,7627390257,127
2022-12-29,9847562019,58
2022-12-29,3187054564,11
2022-12-29,4722792119,18
2022-12-29,4722782697,25
2022-12-29,8703906947,63
2022-12-29,5056934719,45
2022-12-29,7705348554,27
2022-12-29,7815743310,113
2022-12-29,8503497634,8
2022-12-29,7814342728,47
2022-12-29,5057011953,118
2022-12-29,7813263076,56
2022-12-29,9708810068,11
2022-12-29,5054182893,16
2022-12-29,9713092704,10
2022-12-29,9869512460,9
2022-12-29,7859476951,53
2022-12-29,9898248126,136
2022-12-29,9869512460,123
2022-12-29,5052022709,138
2022-12-29,9596089103,122
2022-12-29,9847562019,9
2022-12-30,4722280250,38
2022-12-30,5056448723,101
2022-12-30,8605349973,8
2022-12-30,5056808607,32
2022-12-30,8606038792,42
2022-12-30,5052566410,11
2022-12-30,4722739079,27
2022-12-30,5056468719,38
2022-12-30,5055948961,11
2022-12-30,8726216953,8
2022-12-30,5056218134,117
2022-12-30,4722692729,13
2022-12-30,5056463131,14
2022-12-30,4722639377,4
2022-12-30,5056447792,46
2022-12-30,5056460544,45
2022-12-30,9724045171,40
2022-12-30,5056617744,47
2022-12-30,4722687535,117
2022-12-30,9794303861,102
2022-12-30,4722280250,32
2022-12-30,5056464957,117
2022-12-30,9497726763,117
2022-12-30,4722520511,11
2022-12-30,6819987513,59
2022-12-31,7639095059,9
2022-12-31,7819655128,19
2022-12-31,8289117481,27
2022-12-31,9713092704,13
2022-12-31,9848800003,119
2022-12-31,5056899365,23
2022-12-31,5058166332,104
2022-12-31,4722537179,115
2022-12-31,5056466134,31
2022-12-31,9899104469,41
2022-12-31,9452658968,109
2022-12-31,5056465839,34
2022-12-31,5056789650,30
2022-12-31,4722448078,102
2022-12-31,5056469976,4
2022-12-31,9789963750,49
2022-12-31,9298582412,32
2022-12-31,5724591181,42
2022-12-31,9808380500,12
2022-12-31,4722442610,30
2022-12-31,5055407589,121
2022-12-31,8783032071,51
2022-12-31,5056460721,32
2022-12-31,5056800833,107
2022-12-31,7858732744,59
2022-12-31,7578133250,37
2022-12-31,8657422251,6
2022-12-31,7863391513,26
2022-12-31,5056462557,32
2022-12-31,7573680908,103
2022-12-31,4722520511,51
2022-12-31,9799412668,29
2022-12-31,9849648270,40
2022-12-31,3187054564,50
2022-12-31,4722692729,8
2022-12-31,5056444038,138
2022-12-31,5056791068,49
2022-12-31,8593431336,11
2022-12-31,8633925296,65
2022-12-31,9897443322,9
2023-01-01,8728475548,57
2023-01-01,9868876840,122
2023-01-01,5056449145,32
2023-01-01,9842495790,10
2023-01-01,4722045129,37
2023-01-01,4722130825,12
2023-01-01,7748551710,12
2023-01-01,5056753823,125
2023-01-01,9567600611,36
2023-01-01,5053656673,109
2023-01-01,9899104469,11
2023-01-01,7698972615,30
2023-01-01,9725500899,130
2023-01-01,4722616762,5
2023-01-01,5056443770,9
2023-01-01,5056441824,29
2023-01-01,7729919993,51
2023-01-01,9864632238,44
2023-01-01,4722998543,10
2023-01-01,9853448813,31
2023-01-01,5056444642,139
2023-01-01,5058955281,12
2023-01-01,4722742993,38
2023-01-01,7813457607,10
2023-01-01,5056469976,14
2023-01-01,9868376751,30
2023-01-01,4722185576,34
2023-01-01,9526484578,9
2023-01-01,9854370463,42
2023-01-01,8727564953,10
2023-01-01,4722422838,11
2023-01-02,5056466925,113
2023-01-02,5056467498,55
2023-01-02,5056443230,58
2023-01-02,5056318521,31
2023-01-02,8476617768,13
2023-01-02,5056449308,29
2023-01-02,7862740737,52
2023-01-02,7732000339,46
2023-01-02,5056448723,41
2023-01-02,5056440943,30
2023-01-02,8633925296,108
2023-01-02,9708810068,42
2023-01-02,5056463504,14
2023-01-02,5056465502,23
2023-01-02,5055821300,114
2023-01-02,8488836699,37
2023-01-02,5056448713,7
2023-01-02,6892033024,127
2023-01-02,8705538168,48
2023-01-02,8709251366,115
2023-01-02,7859609427,6
2023-01-02,9854370463,27
2023-01-02,5056625475,10
2023-01-02,5055403544,46
2023-01-02,9403906465,23
2023-01-02,9852981332,111
2023-01-02,9868876840,111
2023-01-03,8704589470,28
2023-01-03,9849204294,63
2023-01-03,9847374294,21
2023-01-03,8782089986,108
2023-01-03,4722130825,11
2023-01-03,9864632238,40
2023-01-03,4722468425,34
2023-01-03,4722586356,103
2023-01-03,5053312883,46
2023-01-03,5056449083,12
2023-01-03,9789963750,12
2023-01-03,8603277129,56
2023-01-03,5056943770,103
2023-01-03,7754227990,111
2023-01-03,5056117346,122
2023-01-03,6782073335,111
2023-01-03,9843122424,144
2023-01-03,4722913394,40
2023-01-03,5059007210,38
2023-01-03,7573200304,4
2023-01-03,5056625475,133
2023-01-03,4722867876,51
2023-01-03,4722655865,11
2023-01-03,5056440943,110
2023-01-03,5823568521,54
2023-01-03,9807560102,29
2023-01-03,5057343854,132
2023-01-03,6896531654,10
2023-01-03,6516327419,9
2023-01-03,5056004699,66
2023-01-03,7732000339,50
2023-01-03,8727295189,98
2023-01-03,9863029859,34
2023-01-03,5056051746,8
2023-01-03,5056440511,120
2023-01-03,8786810087,122
2023-01-03,9798137235,115
2023-01-03,9863131078,13
2023-01-03,5052656730,48
2023-01-04,5056182408,26
2023-01-04,5824037048,16
2023-01-04,9849825041,69
2023-01-04,5056742429,9
2023-01-04,4722090019,54
2023-01-04,7818409494,53
2023-01-04,5056448812,123
2023-01-04,5056227882,57
2023-01-04,5055658910,100
2023-01-04,4722797163,116
2023-01-04,8488836699,47
2023-01-04,8649145320,127
2023-01-04,4722999416,25
2023-01-04,5058340333,113
2023-01-04,8706679297,11
2023-01-04,5056467378,15
2023-01-04,7859609427,145
2023-01-04,5056443591,34
2023-01-04,7573680908,19
2023-01-04,5053512521,38
2023-01-04,2819635082,65
2023-01-04,7819079428,13
2023-01-04,9855893574,108
2023-01-04,8455912314,55
2023-01-04,9795546253,27
2023-01-04,5056444206,114
2023-01-04,9794303861,28
2023-01-04,9032612985,110
2023-01-04,5056522142,53
2023-01-04,5056468719,99
2023-01-04,9807103355,48
2023-01-04,4722964858,134
2023-01-04,9517995330,49
2023-01-04,8784879269,10
2023-01-04,4722386643,10
2023-01-04,9847562019,46
2023-01-04,7852436723,140
2023-01-04,4722821407,20
2023-01-05,5056461814,133
2023-01-05,5053806113,6
2023-01-05,9898248126,24
2023-01-05,7544069763,9
2023-01-05,7657049847,40
2023-01-05,5052467753,10
2023-01-05,5054602188,32
2023-01-05,5056460154,38
2023-01-05,5053312883,33
2023-01-05,5058321631,21
2023-01-05,4722978307,12
2023-01-05,4722336649,43
2023-01-05,4722628410,54
2023-01-05,4722836711,32
2023-01-05,5056468719,55
2023-01-05,4722028201,22
2023-01-05,8728475548,11
2023-01-05,5052733388,42
2023-01-05,9843410445,41
2023-01-05,5052053878,124
2023-01-05,7818635349,116
2023-01-05,5056624316,9
2023-01-05,9342339780,56
2023-01-05,9799025150,53
2023-01-05,9792036003,12
2023-01-05,9547452524,57
2023-01-05,8726577713,111
2023-01-05,5829086849,45
2023-01-06,5056440943,27
2023-01-06,4722491682,8
2023-01-06,8727564953,47
2023-01-06,9436824465,40
2023-01-06,9785174934,28
2023-01-06,7854309842,131
2023-01-06,4722742993,99
2023-01-06,9457670082,31
2023-01-06,4722133172,147
2023-01-06,4722867876,8
2023-01-06,5056617744,114
2023-01-06,5056440810,48
2023-01-06,5057105173,7
2023-01-06,8658296487,30
2023-01-06,9848508510,47
2023-01-06,5057699481,120
2023-01-06,9298582412,57
2023-01-06,9855311252,26
2023-01-06,8725399721,27
2023-01-06,5056442604,109
2023-01-06,8472548970,129
2023-01-06,9855030779,56
2023-01-06,4582355091,33
2023-01-06,5056789650,135
2023-01-06,5056449308,12
2023-01-06,5056462557,47
2023-01-07,4722687535,51
2023-01-07,8637335757,53
2023-01-07,9403906465,36
2023-01-07,8705538168,9
2023-01-07,9342339780,110
2023-01-07,5822475441,56
2023-01-07,4804532076,57
2023-01-07,5054787187,117
2023-01-07,8728665271,14
2023-01-07,5058254832,12
2023-01-07,5056440688,21
2023-01-07,5054328700,28
2023-01-07,5056026924,12
2023-01-07,5056808607,31
2023-01-07,6783423206,31
2023-01-07,5056148303,121
2023-01-07,4722045129,25
2023-01-07,9849688813,115
2023-01-07,5056444417,62
2023-01-07,8594720803,14
2023-01-07,5052020089,45
2023-01-07,4722508551,108
2023-01-07,9899204580,27
2023-01-07,5056445885,11
2023-01-07,9842495790,8
2023-01-07,9734381461,112
2023-01-08,5058321631,12
2023-01-08,5056982969,29
2023-01-08,8655819643,13
2023-01-08,7867795905,109
2023-01-08,5056469759,12
2023-01-08,4805885824,53
2023-01-08,5056463504,56
2023-01-08,8726714262,30
2023-01-08,9708810068,128
2023-01-08,7868297523,8
2023-01-08,9864486163,49
2023-01-08,5053582746,28
2023-01-08,7728158437,54
2023-01-08,4722096455,37
2023-01-08,8703583272,43
2023-01-08,7815743310,63
2023-01-08,8644636261,55
2023-01-08,7862910924,30
2023-01-08,9866530745,126
2023-01-08,4582355091,49
2023-01-08,5056443591,9
2023-01-08,8726715038,26
2023-01-08,9848949801,12
2023-01-08,5055247509,44
2023-01-08,5056573815,39
2023-01-08,5056440943,23
2023-01-08,9518637589,125
2023-01-08,5056462249,41
2023-01-09,5056440244,46
2023-01-09,9798966279,30
2023-01-09,9806726606,133
2023-01-09,3303910869,30
2023-01-09,7728158437,28
2023-01-09,4722581574,117
2023-01-09,5056469177,57
2023-01-09,4722419102,52
2023-01-09,5055568825,33
2023-01-09,5059529550,140
2023-01-09,5056596963,30
2023-01-09,5056460544,48
2023-01-09,5053984969,14
2023-01-09,9718238513,36
2023-01-09,9809371502,13
2023-01-09,7544970170,12
2023-01-09,5743211524,12
2023-01-09,5056461056,34
2023-01-09,9522969621,24
2023-01-09,9857992794,38
2023-01-09,9805613149,53
2023-01-09,5855386241,42
2023-01-09,9849688813,14
2023-01-09,5056004699,9
2023-01-09,9859529654,24
2023-01-09,8708921168,114
2023-01-09,7657049847,45
2023-01-09,8725797366,45
2023-01-09,5054352079,8
2023-01-09,9857156709,49
2023-01-09,8789518212,44
2023-01-09,8782434743,60
2023-01-09,9786784848,36
2023-01-09,5056467232,13
2023-01-09,5056467685,26
2023-01-10,6896531654,10
2023-01-10,8657422251,38
2023-01-10,5056526683,31
2023-01-10,5056440123,26
2023-01-10,4722580346,9
2023-01-10,5753590761,113
2023-01-10,8728771482,54
2023-01-10,4804532076,26
2023-01-10,5805389207,30
2023-01-10,9733750547,49
2023-01-10,5056649374,93
2023-01-10,5056445951,12
2023-01-10,4722923974,31
2023-01-10,9315733585,11
2023-01-10,9848949801,35
2023-01-10,8644636261,11
2023-01-10,5056442617,10
2023-01-10,9897703995,22
2023-01-10,9797619517,56
2023-01-10,5052773551,13
2023-01-10,9803288241,61
2023-01-10,5056441385,11
2023-01-10,9848949801,13
2023-01-10,5056348596,11
2023-01-10,5056461814,111
2023-01-10,5056445885,135
2023-01-10,9384002573,44
2023-01-10,9862484536,11
2023-01-10,9412587234,116
2023-01-10,9843205575,10
2023-01-10,5056443591,55
2023-01-11,5055821300,13
2023-01-11,5056071024,23
2023-01-11,8728936251,43
2023-01-11,8604972683,31
2023-01-11,5056808607,11
2023-01-11,8706679297,14
2023-01-11,5056694003,141
2023-01-11,9869437509,47
2023-01-11,4722964858,42
2023-01-11,5056046201,34
2023-01-11,4722426682,25
2023-01-11,9896955005,111
2023-01-11,9857156709,56
2023-01-11,7705752126,9
2023-01-11,8563972506,58
2023-01-11,7818409494,35
2023-01-11,5056468932,33
2023-01-11,9803031987,19
2023-01-11,8704402157,58
2023-01-11,5055407589,130
2023-01-11,9856527248,28
2023-01-11,9864632238,25
2023-01-11,5056465556,48
2023-01-11,7819655128,13
2023-01-11,5056469976,10
2023-01-11,5052059378,31
2023-01-11,5056967852,123
2023-01-11,5052648682,11
2023-01-11,7853678205,36
2023-01-11,5058119459,8
2023-01-11,4722422838,13
2023-01-11,5053153263,48
2023-01-11,5056445089,24
2023-01-11,9865574138,39
2023-01-12,9897703995,7
2023-01-12,5056461300,116
2023-01-12,9474652834,47
2023-01-12,5056440511,37
2023-01-12,5059529550,49
2023-01-12,9848949801,114
2023-01-12,8709251366,12
2023-01-12,9526484578,148
2023-01-12,6805266139,3
2023-01-12,8704661917,34
2023-01-12,5056448837,34
2023-01-12,7854612504,55
2023-01-12,9797619517,63
2023-01-12,8707033901,32
2023-01-12,4722018173,9
2023-01-12,5724591181,43
2023-01-12,9527453111,54
2023-01-12,9847605477,116
2023-01-12,5056449900,12
2023-01-12,9719060912,63
2023-01-12,9897703995,10
2023-01-12,4722487453,115
2023-01-12,8504648192,32
2023-01-12,5052436875,30
2023-01-12,5056062068,29
2023-01-12,8488836699,44
2023-01-12,9366601302,45
2023-01-12,8656921081,133
2023-01-12,9363130994,36
2023-01-12,5056716383,10
2023-01-12,7748551710,9
2023-01-12,9849825041,9
2023-01-12,5056449270,123
2023-01-12,9315733585,58
